Sample in Buffer,Sample in Window,TRIGGER,i_clk_IBUF_BUFG,o_busy,o_cena,o_wea,o_addra[4:0],o_dina[1027:0],o_cenb,o_addrb[4:0],i_doutb[1027:0],o_length_mode[3:0],o_valid,o_in_x_flat[1023:0],i_valid,i_prob_flat[1023:0],i_en,i_start,test_state
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
116,116,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,0,0
117,117,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,1,1
118,118,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,0,0
119,119,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,1,1
120,120,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,0,0
121,121,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,1,1
122,122,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,0,0
123,123,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,1,1
124,124,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,0,0
125,125,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,1,1
126,126,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,0,0
127,127,0,0,1,0,0,0c,0000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,0,00,2037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,2,0,037cf4170852045d034e04000a6cf549f9adfa11f54afe9bff1ffe200165ff92f4e501d20924f797ff3002bc02d1ff40064f03c0f74afd740aa6083afd1700900660fd53040401d7fb33fb15fd5dfd39f9f000fd096cfa3efa5ff5e3060509da06700525f9690bcf059cf484fd31f65705bb0623fb59f7f608e1091d051cf69d,0,000d0000002e0010000d000f004d00000001000100000003000400030007000500000008003800000004000b000b0004001b000e000000030053002d00020006001c0002000f0009000100010003000200010007003b000100010000001a0040001c00150001006d00170000000200000018001a000100000035003700140000,1,1,1
